freq,stk_flow,sitc06,currency,partner,geo\TIME_PERIOD	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,BE	577.089 	582.174 	375.766 	420.676 	520.961 	493.038 	428.879 	481.516 	563.831 	616.961 	830.652 	750.398 	613.737 	419.249 	403.334 	525.914 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,BG	22.077 	17.577 	10.801 	9.271 	12.244 	15.751 	20.428 	42.472 	35.218 	39.64 	27.047 	33.043 	31.425 	34.394 	33.982 	47.955 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,CH	277.651 	318.706 	319.411 	319.911 	456.973 	449.148 	443.479 	405.732 	424.145 	436.121 	431.391 	469.702 	461.123 	386.929 	358.451 	393.738 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,CY	1.333 	6.224 	2.135 	0.926 	1.387 	1.151 	0.545 	0.609 	0.356 	0.58 	1.451 	0.765 	1.082 	1.076 	1.31 	1.938 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,CZ	161.527 	192.233 	142.72 	223.819 	275.939 	231.837 	278.278 	276.514 	424.997 	355.629 	333.815 	351.324 	497.274 	485.802 	493.037 	546.64 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,DE	2380.99 	2557.807 	1789.162 	1990.147 	2191.356 	2088.412 	2027.792 	2177.099 	2087.96 	1993.273 	2077.885 	2134.322 	2147.669 	1591.836 	1780.558 	2200.392 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,DK	53.494 	47.106 	22.133 	23.755 	24.361 	38.973 	34.466 	44.395 	58.491 	36.609 	29.762 	40.064 	41.999 	23.127 	27.729 	52.141 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,EE	3.357 	4.279 	1.891 	1.325 	4.127 	3.186 	3.78 	3.687 	4.15 	4.375 	5.046 	9.253 	5.649 	4.181 	7.912 	9.773 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,EL	12.223 	85.011 	20.704 	8.215 	20.059 	5.78 	9.033 	19.016 	13.37 	22.371 	12.834 	13.15 	26.547 	14.127 	54.106 	19.81 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,ES	205.175 	279.357 	206.565 	131.227 	205.873 	272.927 	179.025 	164.314 	239.441 	318.59 	255.99 	245.547 	250.82 	185.03 	163.854 	225.288 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,EU27_2020	6045.264 	6643.985 	5149.501 	5413.197 	6620.752 	6821.312 	6554.237 	7152.309 	8160.279 	8206.956 	8390.258 	8461.35 	8699.33 	6882.411 	7553.698 	9181.47 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,FI	50.486 	98.181 	62.589 	64.733 	92.348 	54.51 	86.885 	56.973 	57.786 	57.398 	57.373 	58.74 	61.349 	53.351 	57.231 	69.373 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,FR	594.921 	700.26 	669.059 	589.634 	645.797 	621.404 	572.27 	679.313 	943.619 	877.921 	870.35 	929.26 	933.235 	729.711 	879.68 	996.591 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,HR	22.182 	22.795 	26.194 	36.309 	50.088 	47.892 	47.215 	43.208 	29.574 	39.519 	31.224 	50.495 	30.459 	35.463 	39.716 	56.576 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,HU	155.242 	143.418 	174.831 	300.714 	437.782 	504.851 	510.233 	502.518 	674.929 	642.187 	631.056 	303.359 	453.058 	485.598 	606.851 	746.684 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,IE	46.845 	29.622 	35.572 	20.666 	30.794 	63.54 	47.183 	75.764 	49.882 	73.39 	47.116 	49.71 	58.038 	59.41 	77.416 	123.003 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,IS	0.869 	1.559 	0.207 	0.664 	1.539 	3.867 	1.632 	2.171 	2.71 	12.289 	3.088 	2.287 	3.626 	2.281 	1.661 	1.858 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,IT	756.178 	781.92 	612.586 	623.735 	653.404 	790.805 	763.163 	856.596 	944.411 	969.729 	991.564 	1084.392 	1072.298 	948.303 	1062.04 	1244.229 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,LT	7.208 	5.878 	1.967 	2.293 	7.077 	3.892 	3.234 	7.459 	5.375 	6.5 	11.983 	9.308 	9.423 	8.058 	10.098 	12.625 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,LU	2.162 	4.321 	2.707 	4.429 	3.537 	2.565 	2.26 	10.501 	12.969 	39.125 	45.294 	28.552 	35.3 	20.493 	21.903 	24.836 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,LV	15.123 	5.112 	4.306 	0.8 	4.047 	5.87 	2.782 	8.763 	7.375 	2.452 	6.264 	5.374 	3.881 	4.275 	7.566 	4.982 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,MT	4.818 	2.276 	2.392 	4.07 	4.416 	13.139 	6.706 	10.773 	6.839 	7.278 	6.513 	12.554 	9.899 	6.485 	6.629 	6.415 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,NL	464.428 	506.615 	585.389 	497.72 	754.528 	760.218 	764.053 	733.847 	780.977 	672.391 	817.837 	874.068 	874.694 	651.32 	623.143 	837.454 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,NO	127.044 	158.637 	97.22 	84.114 	117.413 	102.74 	120.284 	95.137 	115.34 	64.559 	56.689 	89.311 	137.852 	90.526 	87.951 	89.551 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,PL	59.789 	87.331 	49.594 	42.4 	57.284 	115.53 	203.037 	252.993 	441.961 	460.646 	447.782 	555.918 	695.807 	455.256 	517.625 	627.994 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,PT	13.718 	26.983 	14.909 	35.092 	102.357 	119.667 	101.463 	87.165 	91.002 	103.03 	91.907 	54.062 	25.181 	23.822 	43.678 	44.936 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,RO	30.084 	37.214 	24.926 	25.169 	39.131 	40.392 	23.071 	48.309 	200.342 	283.166 	259.174 	252.197 	250.298 	142.329 	162.467 	141.096 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,SE	185.971 	239.269 	137.98 	153.65 	211.3 	264.005 	238.035 	303.238 	259.115 	224.842 	249.827 	257.351 	206.178 	178.891 	183.098 	182.724 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,SI	60.076 	20.335 	63.928 	59.834 	70.976 	21.105 	66.557 	57.501 	25.267 	73.898 	37.883 	83.131 	79.497 	125.083 	108.613 	206.287 
A,IMP,NEM,MIO_EUR,EXT_EU27_2020,SK	61.224 	43.194 	44.557 	61.898 	90.131 	148.97 	58.806 	125.123 	105.805 	182.052 	85.149 	126.49 	184.449 	118.349 	96.895 	96.677 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,AT	365.185 	448.491 	292.006 	258.459 	313.95 	345.589 	335.596 	339.938 	385.953 	400.437 	428.258 	476.712 	487.295 	415 	489.129 	567.241 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,BE	326.477 	327.3 	257.015 	244.03 	340.334 	284.331 	238.948 	210.614 	239.552 	304.645 	383.068 	314.809 	272.195 	201.405 	274.711 	252.041 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,BG	36.486 	37.466 	21.184 	21.645 	22.233 	30.099 	42.647 	29.825 	36.763 	49.735 	50.558 	51.273 	65.657 	67.752 	63.923 	114.681 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,CH	774.8 	925.672 	717.176 	710.491 	798.776 	825.784 	750.573 	799.507 	741.389 	653.701 	793.186 	869.115 	804.297 	710.903 	665.894 	812.887 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,CY	21.892 	4.326 	3.824 	39.13 	4.135 	3.422 	2.245 	11.232 	1.304 	1.615 	1.105 	1.716 	1.423 	0.598 	1.268 	2.331 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,CZ	285.073 	318.707 	164.187 	172.567 	253.791 	341.409 	269.249 	327.908 	398.032 	312.782 	407.927 	456.874 	456.562 	307.212 	339.249 	401.187 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,DE	1503.378 	1803.617 	1306.832 	1132.142 	1481.233 	1678.547 	1587.37 	1669.227 	1739.311 	1742.052 	1799.894 	1921.325 	1892.246 	1517.305 	1657.119 	1859.78 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,DK	123.076 	113.2 	53.599 	42.884 	58.53 	72.288 	57.499 	75.288 	79.226 	82.094 	86.203 	111.43 	117.467 	89.766 	95.728 	102.753 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,EE	13.481 	13.32 	11.937 	6.929 	17.153 	15.351 	12.569 	11.386 	14.009 	18.1 	24.227 	24.336 	20.064 	14.746 	24.399 	23.517 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,EL	49.492 	82.397 	82.516 	35.416 	113.618 	15.16 	30.276 	38.77 	14.19 	33.9 	37.12 	29.726 	51.818 	64.026 	73.554 	74.872 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,ES	439.141 	384.472 	237.787 	321.358 	263.051 	299.986 	227.005 	278.262 	311.284 	358.995 	416.607 	427.3 	457.855 	275.263 	333.387 	377.596 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,EU27_2020	7527.622 	8613.634 	6572.096 	6593.951 	7899.404 	8401.752 	7948.544 	8413.341 	9051.458 	9276.85 	9741.345 	10384.291 	10224.761 	8171.927 	9419.185 	10878.223 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,FI	138.928 	151.96 	133.629 	95.484 	146.249 	113.447 	124.392 	121.183 	96.531 	103.472 	196.364 	187.093 	142.097 	132.204 	192.137 	192.236 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,FR	1371.976 	1810.033 	1595.465 	1606.802 	1794.207 	1983.803 	1682.788 	1680.184 	1636.848 	1502.86 	1518.296 	1634.291 	1596.585 	1281.607 	1417.483 	1507.507 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,HR	54.181 	42.911 	32.918 	24.166 	30.489 	32.902 	31.469 	43.459 	47.395 	40.082 	48.676 	64.97 	51.787 	42.877 	62.076 	68.93 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,HU	228.603 	290.547 	201.369 	222.246 	268.976 	342.692 	371.765 	371.45 	433.133 	459.485 	503.539 	511.288 	607.446 	392.12 	449.132 	456.835 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,IE	22.317 	14.124 	13.977 	6.671 	9.483 	21.668 	27.752 	8.524 	11.026 	12.566 	29.048 	20.77 	25.609 	24.1 	37.501 	25.206 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,IS	2.406 	3.163 	0.643 	2.094 	2.248 	3.003 	2.355 	3.203 	3.965 	4.695 	4.361 	3.02 	5.421 	3.267 	3.055 	3.734 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,IT	968.416 	935.608 	636.285 	693.515 	688.942 	657.189 	728.83 	928.861 	1035.806 	1191.365 	1103.755 	1189.858 	1028.95 	975.379 	1207.223 	1775.708 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,LT	20.717 	16.675 	28.268 	15.313 	18.169 	18.651 	33.119 	39.789 	41.98 	47.827 	47.881 	48.877 	38.411 	31.495 	49.781 	29.751 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,LU	6.483 	9.791 	4.263 	6.875 	16.862 	8.288 	7.614 	8.061 	7.55 	16.949 	20.308 	24.11 	23.156 	23.69 	18.135 	19.132 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,LV	17.137 	15.06 	6.811 	10.161 	78.695 	38.577 	13.426 	26.898 	13.693 	12.393 	19.743 	24.439 	36.334 	20.537 	24.376 	23.699 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,MT	0.625 	4.068 	1.236 	0.882 	3.828 	3.502 	1.379 	2.469 	20.163 	6.03 	5.53 	6.196 	2.146 	1.015 	1.275 	3.182 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,NL	464.162 	550.661 	512.812 	456.315 	841.196 	945.789 	882.242 	885.39 	965.103 	1073.751 	1008.562 	1022.841 	900.323 	806.003 	919.941 	1115.672 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,NO	112.609 	140.126 	82.848 	80.397 	102.243 	125.364 	110.369 	99.573 	81.435 	76.649 	63.194 	66.405 	132.584 	99.483 	135.48 	77.997 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,PL	291.114 	312.208 	233.4 	236.836 	268.734 	297.782 	343.823 	379.156 	521.128 	453.891 	494.385 	629.595 	642.525 	486.08 	599.156 	568.713 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,PT	63.731 	94.045 	106.092 	121.03 	82.148 	72.358 	82.355 	87.497 	99.642 	143.565 	147.591 	147.953 	180.47 	129.704 	129.322 	149.304 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,RO	151.813 	158.415 	97.796 	178.38 	164.014 	170.696 	143.766 	184.102 	282.028 	239.246 	270.797 	341.855 	339.011 	271.243 	201.66 	270.196 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,SE	382.636 	432.896 	391.933 	417.415 	376.568 	372.598 	403.261 	354.341 	337.07 	381.351 	379.925 	386.794 	471.666 	370.638 	483.769 	558.845 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,SI	63.779 	79.093 	41.94 	42.664 	50.024 	75.618 	54.444 	68.121 	69.348 	68.224 	88.561 	81.398 	90.134 	56.273 	110.006 	87.591 
A,IMP,NEM,MIO_EUR,INT_EU27_2020,SK	117.321 	162.242 	103.016 	184.636 	192.793 	160.009 	212.714 	231.405 	213.389 	219.437 	223.418 	246.461 	225.532 	173.889 	163.746 	249.717 
A,IMP,NEM,MIO_EUR,WORLD,AT	462.729 	565.982 	356.141 	339.15 	423.396 	437.49 	410.655 	422.58 	481.191 	503.843 	555.739 	625.234 	587.38 	492.391 	572.357 	696.379 
A,IMP,NEM,MIO_EUR,WORLD,BE	903.567 	909.474 	632.781 	664.706 	861.294 	777.369 	667.827 	692.13 	803.384 	921.606 	1213.72 	1065.207 	885.931 	620.654 	678.045 	777.956 
A,IMP,NEM,MIO_EUR,WORLD,BG	58.563 	55.043 	31.986 	30.916 	34.476 	45.85 	63.076 	72.297 	71.981 	89.375 	77.605 	84.315 	97.083 	102.146 	97.905 	162.636 
A,IMP,NEM,MIO_EUR,WORLD,CH	1052.451 	1244.378 	1036.588 	1030.403 	1255.749 	1274.932 	1194.052 	1205.239 	1165.534 	1089.823 	1224.577 	1338.818 	1265.42 	1097.832 	1024.345 	1206.625 
A,IMP,NEM,MIO_EUR,WORLD,CY	23.225 	10.55 	5.959 	40.056 	5.523 	4.573 	2.79 	11.841 	1.659 	2.195 	2.556 	2.481 	2.505 	1.674 	2.578 	4.269 
A,IMP,NEM,MIO_EUR,WORLD,CZ	446.6 	510.94 	306.907 	396.387 	529.73 	573.247 	547.527 	604.422 	823.029 	668.411 	741.742 	808.199 	953.836 	793.015 	832.286 	947.828 
A,IMP,NEM,MIO_EUR,WORLD,DE	3884.368 	4361.424 	3095.994 	3122.289 	3672.589 	3766.96 	3615.162 	3846.326 	3827.27 	3735.325 	3877.779 	4055.647 	4039.915 	3109.141 	3437.677 	4060.172 
A,IMP,NEM,MIO_EUR,WORLD,DK	176.57 	160.306 	75.731 	66.639 	82.891 	111.262 	91.966 	119.684 	137.717 	118.703 	115.965 	151.494 	159.466 	112.893 	123.457 	154.894 
A,IMP,NEM,MIO_EUR,WORLD,EE	16.838 	17.599 	13.828 	8.254 	21.28 	18.537 	16.349 	15.073 	18.159 	22.474 	29.273 	33.589 	25.713 	18.928 	32.311 	33.29 
A,IMP,NEM,MIO_EUR,WORLD,EL	61.715 	167.408 	103.221 	43.631 	133.677 	20.941 	39.308 	57.786 	27.56 	56.271 	49.954 	42.876 	78.365 	78.153 	127.66 	94.682 
A,IMP,NEM,MIO_EUR,WORLD,ES	644.316 	663.83 	444.353 	452.584 	468.924 	572.913 	406.03 	442.576 	550.726 	677.585 	672.597 	672.848 	708.675 	460.293 	497.242 	602.885 
A,IMP,NEM,MIO_EUR,WORLD,EU27_2020	13572.886 	15257.619 	11721.597 	12007.148 	14520.156 	15223.064 	14502.78 	15565.649 	17211.737 	17483.807 	18131.603 	18845.641 	18924.092 	15054.338 	16972.884 	20059.693 
A,IMP,NEM,MIO_EUR,WORLD,FI	189.414 	250.141 	196.218 	160.217 	238.597 	167.956 	211.276 	178.157 	154.317 	160.87 	253.737 	245.833 	203.446 	185.554 	249.368 	261.608 
A,IMP,NEM,MIO_EUR,WORLD,FR	1966.897 	2510.292 	2264.524 	2196.436 	2440.004 	2605.206 	2255.058 	2359.497 	2580.467 	2380.78 	2388.646 	2563.551 	2529.82 	2011.318 	2297.162 	2504.098 
A,IMP,NEM,MIO_EUR,WORLD,HR	76.363 	65.707 	59.112 	60.475 	80.577 	80.794 	78.684 	86.667 	76.969 	79.601 	79.9 	115.465 	82.246 	78.34 	101.791 	125.506 
A,IMP,NEM,MIO_EUR,WORLD,HU	383.845 	433.965 	376.2 	522.959 	706.758 	847.543 	881.999 	873.968 	1108.062 	1101.672 	1134.595 	814.647 	1060.504 	877.718 	1055.984 	1203.518 
A,IMP,NEM,MIO_EUR,WORLD,IE	69.162 	43.746 	49.548 	27.338 	40.277 	85.208 	74.935 	84.288 	60.908 	85.956 	76.164 	70.48 	83.647 	83.51 	114.917 	148.208 
A,IMP,NEM,MIO_EUR,WORLD,IS	3.275 	4.723 	0.85 	2.758 	3.787 	6.87 	3.987 	5.374 	6.675 	16.985 	7.449 	5.307 	9.047 	5.548 	4.716 	5.592 
A,IMP,NEM,MIO_EUR,WORLD,IT	1724.594 	1717.528 	1248.871 	1317.249 	1342.346 	1447.994 	1491.994 	1785.457 	1980.218 	2161.093 	2095.319 	2274.251 	2101.248 	1923.682 	2269.263 	3019.937 
A,IMP,NEM,MIO_EUR,WORLD,LT	27.925 	22.553 	30.235 	17.606 	25.246 	22.543 	36.352 	47.248 	47.354 	54.327 	59.865 	58.185 	47.833 	39.552 	59.88 	42.376 
A,IMP,NEM,MIO_EUR,WORLD,LU	8.645 	14.112 	6.969 	11.304 	20.399 	10.852 	9.874 	18.562 	20.519 	56.074 	65.602 	52.662 	58.457 	44.182 	40.039 	43.968 
A,IMP,NEM,MIO_EUR,WORLD,LV	32.26 	20.172 	11.118 	10.961 	82.742 	44.448 	16.208 	35.661 	21.068 	14.845 	26.007 	29.813 	40.214 	24.813 	31.941 	28.681 
A,IMP,NEM,MIO_EUR,WORLD,MT	5.443 	6.344 	3.628 	4.951 	8.244 	16.641 	8.085 	13.242 	27.002 	13.308 	12.043 	18.749 	12.045 	7.5 	7.904 	9.597 
A,IMP,NEM,MIO_EUR,WORLD,NL	928.591 	1057.276 	1098.201 	954.036 	1595.724 	1706.007 	1646.295 	1619.236 	1746.081 	1746.142 	1826.399 	1896.909 	1775.017 	1457.322 	1543.084 	1953.126 
A,IMP,NEM,MIO_EUR,WORLD,NO	239.653 	298.764 	180.068 	164.51 	219.657 	228.103 	230.653 	194.71 	196.776 	141.209 	119.883 	155.717 	270.436 	190.01 	223.431 	167.549 
A,IMP,NEM,MIO_EUR,WORLD,PL	350.903 	399.539 	282.994 	279.236 	326.017 	413.312 	546.86 	632.149 	963.089 	914.536 	942.167 	1185.514 	1338.332 	941.336 	1116.78 	1196.707 
A,IMP,NEM,MIO_EUR,WORLD,PT	77.449 	121.028 	121.002 	156.121 	184.506 	192.025 	183.818 	174.663 	190.644 	246.595 	239.497 	202.015 	205.651 	153.527 	173 	194.24 
A,IMP,NEM,MIO_EUR,WORLD,RO	181.898 	195.629 	122.723 	203.55 	203.146 	211.088 	166.837 	232.411 	482.37 	522.412 	529.97 	594.052 	589.309 	413.571 	364.127 	411.292 
A,IMP,NEM,MIO_EUR,WORLD,SE	568.607 	672.164 	529.913 	571.065 	587.868 	636.603 	641.296 	657.579 	596.186 	606.193 	629.752 	644.145 	677.844 	549.53 	666.868 	741.569 
A,IMP,NEM,MIO_EUR,WORLD,SI	123.855 	99.428 	105.868 	102.498 	121.001 	96.722 	121.001 	125.622 	94.615 	142.122 	126.444 	164.53 	169.63 	181.357 	218.618 	293.878 
A,IMP,NEM,MIO_EUR,WORLD,SK	178.545 	205.437 	147.573 	246.534 	282.924 	308.979 	271.52 	356.528 	319.194 	401.49 	308.567 	372.951 	409.981 	292.237 	260.64 	346.394 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,AT	840.335 	775.269 	1380.244 	1905.983 	2156.577 	2577.514 	2819.434 	3048.749 	3735.554 	3789.209 	4325.221 	3630.698 	4105.244 	3565.628 	5186.384 	4552.158 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,BE	1935.592 	1793.405 	2500.413 	3086.413 	3572.906 	4702.419 	5032.598 	5828.174 	7280.081 	6440.587 	6263.592 	7460.811 	8118.662 	8837.2 	10827.249 	11409.554 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,BG	22.96 	36.488 	43.573 	55.584 	69.391 	83.247 	72.086 	67.059 	79.093 	61.437 	55.479 	89.282 	110 	108.6 	106.104 	115.289 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,CH	1439.901 	1589.177 	1299.029 	1761.581 	1748.437 	2199.313 	2529.006 	2935.216 	3506.338 	3924.945 	3553.9 	3371.623 	3644.959 	4438.325 	5418.39 	7451.604 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,CY	19.987 	16.961 	10.486 	14.384 	14.278 	15.857 	19.749 	16.198 	25.04 	26.684 	20.766 	21.945 	25.092 	25.597 	22.965 	38.696 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,CZ	143.253 	126.078 	143.267 	100.7 	100.322 	78.973 	105.112 	171.498 	172.525 	209.253 	221.25 	194.875 	153.906 	132.99 	372.798 	224.205 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,DE	4318 	4106.19 	4680.324 	4769.671 	6528.093 	5933.376 	5828.009 	6151.679 	7446.585 	8358.833 	9390.851 	8748.096 	9353.433 	10078.694 	11820.888 	10174.387 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,DK	116.682 	154.602 	234.221 	320.845 	223.709 	240.153 	249.263 	277.748 	269.929 	255.026 	251.647 	218.484 	494.625 	704.996 	1058.328 	1074.173 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,EE	1.133 	0.886 	1.246 	1.586 	4.791 	15.349 	15.297 	16.813 	19.553 	20.96 	18.718 	14.713 	15.971 	15.127 	23.337 	27.323 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,EL	232.329 	235.007 	233.921 	222.412 	164.572 	124.277 	115.558 	108.266 	116.549 	114.481 	119.381 	143.128 	124.114 	127.461 	206.16 	164.721 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,ES	1200.152 	1388.819 	1398.934 	1398.021 	1629.143 	1525.461 	1409.715 	1622.189 	1987.163 	1920.016 	1922.173 	1825.664 	1720.514 	1644.06 	6245.999 	4259.115 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,EU27_2020	16787.353 	16612.887 	19208.664 	21731.488 	25426.787 	26890.049 	27075.59 	28995.127 	35928.335 	38235.258 	44771.695 	43027.659 	45912.848 	47443.668 	60352.511 	59238.321 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,FI	24.01 	22.871 	25.594 	92.969 	101.901 	140.787 	151.324 	176.751 	207.431 	198.045 	157.92 	121.621 	96.781 	87.755 	87.391 	76.612 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,FR	2160.359 	2156.028 	2676.24 	3029.25 	3122.601 	2819.329 	2683.644 	2483.463 	3079.983 	3128.852 	3714.03 	3486.993 	3641.825 	3798.047 	5291.967 	5238.057 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,HR	45.657 	64.189 	72.216 	65.273 	66.146 	70.503 	52.669 	94.195 	147.244 	440.207 	218.983 	211.798 	189.369 	94.756 	122.514 	79.533 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,HU	113.745 	178.599 	173.319 	283.975 	414.561 	314.806 	317.035 	336.297 	608.91 	571.822 	739.408 	983.706 	867.595 	1307.367 	1091.814 	858.121 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,IE	530.848 	555.417 	521.233 	435.268 	681.053 	699.622 	707.451 	840.382 	1195.858 	1922.178 	4020 	2731.854 	2472.854 	3170.236 	3331.001 	3588.987 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,IS	2.023 	1.557 	1.515 	1.085 	1.306 	1.673 	1.283 	1.329 	1.622 	1.906 	2.036 	2.655 	2.357 	3.369 	5.727 	12.245 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,IT	2969.78 	2952.618 	3224.535 	3542.588 	3993.181 	4509.011 	4203.939 	4044.419 	4536.451 	4423.095 	5054.753 	5569.244 	5480.46 	4917.241 	4849.876 	5926.422 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,LT	2.644 	3.021 	2.422 	3.174 	9.774 	28.966 	30.2 	28.408 	29.965 	34.709 	29.31 	17.512 	18.614 	25.433 	25.175 	31.298 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,LU	0.069 	0.048 	0.674 	1.957 	3.561 	4.491 	4.402 	2.07 	1.686 	2.292 	3.535 	4.281 	2.909 	6.108 	33.511 	8.348 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,LV	29.706 	32.985 	52.723 	54.683 	66.662 	31.813 	37.723 	33.147 	37.694 	42.705 	41.231 	26.302 	23.296 	25.203 	36.22 	45.893 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,MT	2.294 	3.965 	4.848 	9.606 	22.165 	19.774 	20.806 	46.088 	28.655 	6.741 	22.614 	21.777 	11.088 	21.386 	20.414 	30.292 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,NL	1549.967 	1304.261 	946.645 	1225.871 	1441.68 	1830.835 	2080.164 	2418.296 	3723.75 	5009.533 	6776.939 	5983.214 	7245.25 	7180.198 	7721.285 	8872.821 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,NO	47.47 	43.388 	48.947 	82.796 	83.002 	97.02 	106.984 	150.285 	151.888 	162.479 	112.52 	104.165 	116.777 	168.803 	337.073 	216.321 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,PL	155.45 	234.423 	221.724 	286.248 	245.634 	228.87 	289.836 	347.675 	355.299 	345.007 	370.592 	351.185 	301.179 	277.797 	210.497 	239.441 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,PT	73.282 	73.847 	78.72 	88.769 	89.844 	95.389 	84.672 	92.964 	100.651 	103.366 	107.27 	127.216 	125.225 	173.078 	154.142 	158.951 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,RO	94.433 	140.815 	175.426 	217.851 	206.888 	252.034 	262.933 	260.976 	246.828 	229.282 	263.709 	173.271 	159.069 	136.403 	155.982 	203.1 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,SE	126.266 	163.066 	300.023 	393.928 	360.975 	412.354 	342.694 	329.669 	335.146 	405.578 	466.542 	542.748 	575.387 	618.275 	726.73 	1037.14 
A,IMP,PHA,MIO_EUR,EXT_EU27_2020,SI	38.571 	38.356 	35.236 	45.731 	58.386 	63.237 	52.461 	68.264 	73.216 	79.557 	119.762 	261.271 	410.578 	293.736 	538.621 	705.384 
